,text,label
14412,was obvious many were never going to stop at the t in but it is alarming to see how quickly it is out from do not say gay to the groomer discourse it is clear they see an opportunity to roll back the progress of recent,2
14413,pinned to a bed by one man later by another both the church then i saw across the church s hypocrisy cover and its terrible abuse of are not exactly a good model i try and write my own,1
14414,can someone please tell sugar lump that at least the plus ethnic unlike the the who are more male pale and stale also the with loyalist death and their orange were used to for murder,1
14415,again even though i have a few with them i would not suggest doing the same you will get little compromise more than likely after several of trying to suggest you are some personal hate towards people they may just block you anyway,1
14416,the people in the show one of the modest real people i have seen ever and how can you believe the people will hurt you in any way you are just pure evil and there is no any reasonable explanation about the ridiculous hate,1
14417,i love and hate when i am custom like your preferred name and such but not being able to pick between my two dolly and i really want to ask but i am shy,1
14418,i am a person and i am telling you it is not in my interest you do not come across as someone who you just sound extremely as if you know best people can live their in ways other people disapprove of are you aware of this your behaviour,2
14419,sorry for the term hate so loosely i am in an argument with someone else who is there are essentially no people who have with in st i would love to further discuss because as an person i saw of will ' s queerness since s1,1
14420,i find it odd how the sex in the classroom concern never came up until people opening up when female tell their they got a are getting married are a baby no one but now it is a major issue because is involved,1
14421,let us pretend that this post actually made sense would not it be the other way around being as those you all literally have targeted for as well as,2
14422,he is protecting content as to be quite frank he does not see any other reasoning it is close to religion at this point or if you like a political agenda,2
14423,i had a look on the and could not find any - what type of are read at drag queen story hour please or is it more plus just a supporter here curious as i could not find the information keep doing what you are doing ❤️,2
14424,disappointed to see a senate candidate with no clear platform beyond i am an heiress when there are qualified with meaningful policy it only more that valentine used anti-lgbt rhetoric,1
14425,why do keep painting people as two 1 iron law of woke projection2,0
14426,hey i am look i made this guy bisexual look you you really him right i am pro proceeds to donate millions to anti and allow to take root in their state,2
14427,the hell with so sick of hearing about your sexual and the fact you think you are special because of it,1
14428,so i just to someone that said imagine not supporting as a joke i do not have to imagine big mistake i offended the whole community just by a singular tweet this just how easily people get offended these days i apologize for my,1
14429,are wild today i got accused of being a fake plus because i am interested in dating non-sexually i am really tired of people acting like if that is not a problem trust me if i could find interest in anyone like that i would do it to avoid people s stigma,1
14430,like you are suggesting lots of right wing are cutting and dying their hair blue sneaking into classroom with paraphernalia then to tin foil hat time some are satire sure,2
14431,also just the biggest eastern pride parade and been working to become a more tolerant and inclusive society unlike russia who regressive against and folk not to mention funds far right fascist all over,2
14432,we proudly present the of south film and academy festival 7 -- -19 -- -best short by,2
14433,we have got some great news the and allies caucus endorsed my campaign for county commissioner i am to have the support of and will continue to be a fierce advocate for equality,2
14434,on top of that what about queer that do not fall under these by this logic they are not real plus people there is no way for you to be consistent and just correct in general with this,1
14435,what do you mean why are these so disgusting are you suggesting that is what all people are like you are other people and all people vile comment i am,1
14436,since when is it the agenda of the community to have everyone in a same sex relationship i am confused by your near-sighted statement,1
14437,how do you know is against the community the acceptance of among young is high even though the government it because it will lower the fertility rate,1
14438,keep an eye on sturgeon and her clique will drive her gra policy through if only to piss off and then we will see butchery on demand,1
14439,league to boycott game after being forced to wear lgbt-themed rainbow,1
14440,all people like that it is so vile so disgusting and wrong calling people utterly disgusting,1
14441,i have seen the movie it is about though scene about being a and how the reproduce through same sex,0
14442,3 - as a member of the community i have an overall opinion of be who you are and do what you happy i also believe the community a lot to work on in of growth and learning as well i may get some flak for this but we are not infallible,2
14443,i just know would post the,1
14444,🌈nationally radio show s episode 311 out now 🌈author latest book a history of queer futures🌈stream,0
14445,now i offended the whole community holy moly people these days get so offended,1
14446,j [ 28 2022 at 9 09 am ] ​radical file lawsuit against – demand picture in elementary school,1
14447,are literally a minority and there are almost 8 billion people on the planet… get a grip,2
14448,j [ 28 2022 at 9 09 am ] ​radical file lawsuit against – demand picture in elementary school,1
14449,for the first time ever our year 7s will learn the in via our main character is a gay male he will teach our the importance of pride and what the mean we are so of our inclusive diverse curriculum 🇫🇷🇪🇸🏳️‍🌈,2
14450,exactly why was she to us as,0
14451,🎉happy 🎉it is already been a week since we our giveaway of a autograph have you yet just follow share this post subscribe to our newsletter by 1,2
14452,i can attest to that i identify as conservative see no with the community so long as they are not someone,2
14453,my current state senator put forth multiple anti-lgbt legislation and openly spoken against gay marriage he is been married 4 times i agree that we need to have but it is hard for people to take you seriously when you are not to those in your own life,1
14454,plus you are doing great 💛,2
14455,when will this i hate that say no,1
14456,someone posted a picture of my stingray plush on,2
14457,🙄these those laughing at the thought that only the can get need to ~search~hepatitis b vaccine note the between eating eating bat soup,2
14458,opening,0
14459,also like that is obviously not a think that and they are traditional to hate on people,1
14460,about equality is one of their main of revenue either made a complaint knowing it had no basis in law or did not understand law i do not think are going to like this follow our advice and get,1
14461,i aware about the on early 2010s i was young and had some that i regret of it but it is because i live in a highly rural region and the was still not the thing that is now,1
14462,the council decided you are gay fruity stare kitten cat truth real decision come to conclusion look up cage absolutely 100 % true assigned be who you are for your pride committee team no fighting it is cold hard of universe,2
14463,we are the people believe only love is love nobody prevent you from give birth to forever a handful of people does not make any trouble about increasing population of humanity,2
14464,🤡 i am 32 and most of my around my age are against gay marriage so we do not plan on being 6 under in the next 10 but now that you mention it it is actually the who are more likely to die young from or suicide,1
14465,bet you play one of the garnet or,2
14466,when you are watching a show and you pick a character and later they are revealed to be lgbt… that warm fuzzy feeling in your chest 🥺🥺 this is why representation,2
14467,yeah but he did not it that is why i did not down his name or any other character in the plus that he did not mention,2
14468,they think in will do to a turn us gay if so i would have been straight by now,1
14469,i am quite tolerant hardly comment on gender stuff but when it is directed at young it goes too far and all these bad faith obscurantist that it is actually a tradition make it only look,1
14470,so why is the federal government trying to ban discrimination against if there actually is not discrimination,1
14471,they do not do that it is an inclusive why are not you people getting that,0
14472,i know i have seen that said several times though in all seriousness i am it is just a few people who like saying outrageously - but something me it is not apparently even stonewall become too extreme for many,2
14473,this is a really deep and complex no it is not these two have no chemistry not much together and now suddenly they are sleeping with each other right after she comes out even though had a perfectly good in peri,2
14474,you are also assuming the people who are against the are the same as the were against the which you profoundly stupid in the worst attempt at a comparison,1
14475,latest article from - good blow-up mix [ 2005 ] - by n -,2
14476,the first thing i thought of was the bloom into you train kiss scene,2
14477,one of the of kulah ' s address is the specter of what been ideological colonialism in the current debate in the on kulah could not have been more emphatic about his and ' defiance in the face of such progressive strong-arming,0
14478,they will consider several one favored by the united the one church plan which drastically marriage to include same-sex and allow for clergy and to carve out for conservative clergy and laity,2
14479,methodism will not bow the knee to us one thousand united methodist in st to debate whether the should revise their church ' s doctrine and practice regarding same-sex marriage and clergy,2
14480,only took a black woman celebrity to have a few bad for a for a straight white man to get a shot at freedom after three will be interesting when he is still there while she is back on the racist,2
14481,between us when i want to write an book,2
14482,you do realize that is the reason native have some control of their back do not you he wrote the majority opinion on that he also wrote the majority opinion that in the workplace would you just like to take those back,2
14483,community i do not know,1
14484,people like you are why i am desperately trying to leave this country delighting at making life harder for plus people we need and what do you think it to do with you,2
14485,we should have left as that and not lgbtq64 $ 63 $ $ 82 because everyone just want to be included in something and making no sense get the on,1
14486,and singing equal sign is for the 🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈 only,0
14487,yep they want to discriminate against we know,2
14488,la da ho visto cosa… my i have seen such a thing… face,0
14489,what led into the eugenics era and eventually the pink triangle funny how that is not taught about in most of our public education on the history is only taught in 5,2
14490,gay people make up 5 % really i would argue that is due to the rise in pride indoctrination also identify as and participate in actual gay sex is totally different 5 6 % as do they all much the same sex meal,1
14491,fun fact a is the equivalent of a,2
14492,dari yeah how about imprison those and other first,1
14493,there is a lot of misinformation in the media regarding this case here are the alliance [ an anti-lgbt plus hate group ] founder bailey lawsuit against stonewall,1
14494,the when is straight pride and stop brigade are out in force again in this thread personally i thank you for helping raise awareness and supporting the plus community ❤️🧡💛💚💙💜🖤🤍 🏳️‍🌈 🏳️‍⚧️,2
14495,it should not just be plus standing up for plus it should be everyone these are basic human like breathing air,2
14496,it is literally trying to equate being with being a groomer which is an old trope,0
14497,3 honestly the community i know is weird the i do not know as well can be weirdly but the kink part of it is a place i love to be in because the people are just better,2
14498,everywhere i go i see 💂‍♀️,0
14499,community do harm everywhere 💀💔,1
14500,you have gender dysphoria if you are some fluid human,0
14501,the fact that you all will let rapist just go around freely but trying to repress plus people is kind of concerning at this point,1
14502,here is what i do not get my groomer was straight do not i have the right to call him a groomer my husband s abuser was a married to his and like woman does not have anything to do with the community it is not about sexual orientation it is about control,1
14503,my state is one of them i beg we elect as governor the current government,1
14504,i personally like to think that most realize that the vast majority of the community is not but nuance in current year politics is difficult,1
14505,because it is whole thing is that it is inclusive why should they set a whole new group for one person,0
14506,my partner is and they have so so so many to share people do genuinely despise the community and it absolutely into reality,1
14507,give me your sick your tired and your hungry must not apply if a child is in,1
14508,we are and the inspiring that feature on our 2022 plus and ally role model list thank you rose for always working hard to create safe and inclusive for everyone at,2
14509,it no difference now you are with agenda of western you allow man to marry a man and woman to marry another woman what abomination in god s face you will definitely fall down never to wake up again,1
14510,they used to come in the disabled a lot the people and trying to convert people with autism to b,0
14511,we are not the who are proclaiming that is an anti-gay slur we are at this behavior being applied to and twitter that we are insulting the community it is not an anti-gay slur it is an anti-pedophile or anti-marxist-cult slur,1
14512,28 8does saying the word retard offend you why do not we just cancel blind deaf and stupid as well,1
14513,actually most are to raise money for what they are about or for cancer research raise money for cancer research stonewall argue for fair for alliance do not do anything except argue against people,1
14514,most commonwealth would never select a known plus athlete 35 out of 56 commonwealth member homosexuality,0
14515,this people need to understand that while there are some heinous such as to drag but the majority of the community have nothing to do with like that the anti-sjw movement is staring into the abyss and it is starting to look back now,1
14516,ancient and were worse in their hedonistic to change but that something does not have to be utopian humanist solution that not been tried before when have you last tried to share gospel to a group of non in person,2
14517,so it was an 🏳️‍🌈 marriage,0
14518,and if were anti and dangerous you would still want it disclosed wow you must love dead and injured mate,1
14519,considering 71 % of sex are heterosexual usually married and have of their own explain to me how you come to the conclusion that plus community are ‘ ' but are not,1
14520,apa you nak film thought lady all this with born this way,2
14521,interesting thread on the neo-nazi globo-homo conspiracy anti-lgbt hatred,1
14522,reply later with plus is a,0
14523,well meaning but ignorant do not have any mental health and may contribute to mis-identification just like some already encourage mental ill health by not being to deal with trauma and home likewise w,1
14524,this is beautiful 🌈,2
14525,i do willfully reject your complaint in media only amount to a critique shield because i see the positive effects of their existence do you willfully reject the idea that reducing to a marketing ploy them,1
14526,it is summer and people are all over canada and the world i have tried since this first came out to get large pride and traveling and are at highest risk if this at large in it is public health problem for not being on it,1
14527,average no father figure supporter,1
14528,do not watch supernatural it is a show about but do not let that you i watched it and now i am an i am suing,1
14529,yes stonewall winning every case she tried to out against them is a huge victory and will positively affect the of and people as we get closer and closer to that exist and that is thanks for,2
14530,the position of the communion on the place of plus people within the church and society does not fit with our deeply of equality inclusion tolerance and mutual respect,2
14531,most with be like sun a skirt how dare you what are the going to say sun do t worry about it will be he will get over it soon,2
14532,stonewall have not been silent on this at all but they are rightly the health take the lead on this topic the sector is far more than stonewall and are hugely united and with the exception of the sham,2
14533,is a recession but yeah it is inclusive maybe is even a trans-recession or a recession so we did a great are people waking up,2
14534,the of plus people is in defiance of the charter which these have and to uphold it equal and non-discrimination to all commonwealth said,2
14535,so you expect people to be inclusive to the community but not the s,0
14536,on a personal level i have unless someone can show otherwise put together - first ever in each case- by a union on a plus disabled member - they go next to many works such as on 1889 dock strike benny - to -,1
14537,your say something different sick of it being down our and ha if only it was on a jersey have you read your own the 🏳️‍🌈 community are good people good citizens- they also want to live a good life with inclusion,2
14538,2 those whose gender expression does not match their assigned sex or who are plus will feel isolated and alone - never seeing any form of representation of themselves in the image of the society available to them 4 6,1
14539,am really disappointed and to see of being in seeking to shelter from exposure to drag or plus people or people with some other characteristic or even is harmful in at least two key ways 1 6,1
14540,no i believe i was very clear specifically often to shield critique that is what is that is the complaint you reject that complaint because all you see is the which is by careful design by the marketing team toxicity,1
14541,the optics of it require to act lest he be seen looking like he does not care b c she is an and truthfully it is never a bad idea to bring home,2
14542,i think we are good whatever you sleep at night though i agree that stonewall sure is great though i am very grateful for all the good work they have done and will continue to do for and the plus community,2
14543,what is the well-being of the people this not the development of his character in benefit from this net positive as nothing is lost from the character,2
14544,part of,0
14545,court three men to be ston€d to d€ath for,2
14546,funny you had no with when they upheld native actually wrote the opinion on that he also wrote the majority opinion protecting in the workplace would you have preferred they the other way,2
14547,so since 1973 there have been 50 of anti would you say that is a epidemic from 1973 to 2022,1
14548,oh now you are spreading about me when you know all about fought for and i am giving a warning to people who want to keep them around otherwise keep being a creep pushing it on people s and enjoy the backlash when they get mad,1
14549,like the colors did not help 🤣,2
14550,classic literally the movement before he ran for office same-sex marriage now that he is running he is fraud who will say anything to get,1
14551,ade bank,0
14552,and work in some office or whatever,0
14553,i do not think not in because of element more like the name of the villain which is god butcher or in this is more towards religious rather than,2
14554,all people against plus should vanish,0
14555,pathetic why is a sports team wearing colors if you are gay fine but not everyone should be forced to wear it we want to watch sports the high of the jersey just how political it is become,1
14556,plurality disunity in community - jordan via,2
14557,she is not and this as a result of health class where the were told if they do not conform to gender they are likely get your head out of your ass this is not a post against it is about indoctrination in,1
14558,joe rogan is not right wing he is leaning left just anti cancel culture he is pro abortion pro gay marriage pro except for in sports pro free pro most anti meat industry does not like religion anti racism what a weird right winger,1
14559,on today s show we discuss republican ' s historical revisionism we interview street of refuse fascism he is the author of this here and the of,1
14560,vile crap by 3 apparently people all fancy each other can b shown 2b the actual toxic white men get away with everything and all and mack,1
14561,on today s show we discuss republican ' s historical revisionism we interview street of refuse fascism he is the author of this here and the of,1
14562,you are getting there we chose to vote against the of our then just like the did this week and you are it it is gross,1
14563,now you are just trolling most should have their own swap the salvation army is not supportive of,1
14564,just because drag story hour does not prevent other engaging with young people to provide positive role it is not mutually exclusive,2
14565,[ am ] congressional demand from on s between young and who work at plus plus around the united those include any number,2
14566,[ am ] attorney general to stop new federal discrimination - attorney general 22 other in suing the federal government to stop gender identity and sexual orientation from,1
14567,all i watch except the but it is on the list so you do not see how a character is just to shield bad writing is a purposeful of that character ' s queerness and therefore a dog whistle argument,1
14568,by the way as the modern iteration is - we should not be out as if we are not queer,0
14569,gender clinic to be closed by over safety affecting of s plus community,2
14570,as someone who in i would rate it mid tier to be honest housing is ridiculously expensive and it is hardly livable here plus it is not as friendly as a lot of people say it is 😭,1
14571,like i do not know how you can be a feminist and insist that will always be lesser than always always smaller always always white but that is the unsaid part i am literally watching feminism turn into anti woman anti conservatism,1
14572,the part is what i do not get i was a until i at church people sitting in the other not which i am gay knowing they had hidden in their own but pointing out everyone else ' s it is a joke,1
14573,is currently live at being a rascal,0
14574,no i am afraid that is a perception that unfortunately in people doing what you are doing now while the focus off where it should be stranger the our flag death what we do in the all hit mostly with,1
14575,very disappointing to see mayor s continued endorsement of for mo senator despite her harmful towards the community even to see this come in the form of a late-night comments-blocked twitter thread 1 8,1
14576,do you think know they are at 2 stonewall do give your head a wobble the grift is over i fully support people but stonewall are lost i am going to,1
14577,the eternal battle between its antithesis perfectly logical reason for separatism,2
14578,regarding the burden of proof is on you for the election i would narrow my down to the audit 2000 and multiple ruling that election law was illegally,1
14579,there are taking place in of the of the closure of what is really happening is that is moving to a regional approach to help reduce waiting times improve quality of care,2
14580,thank you for your support happy forest pride,2
14581,i am indeed part of the plus umbrella but my and are better access to for all driving blood and raising cancer awareness anything else i leave to do not pretend to know me,1
14582,i am looking for that book w genre where i read an unforgettable from but i can not find it 😫😫,1
14583,the j at the is up and running again after a woo good,2
14584,i just provided a list of all anti-lgbt hate in the us also please provide any source people get beaten up for being straight 🤣🤣,2
14585,waiting for a ♥️♥️,2
14586,thank you to support the community even with all of this mess going on and just know a lot of us agree with you i am a leftist but even i see how crazy all this identity stuff is and how it negatively,1
14587,wow… a guy a speaker phone in town to rant about and abortion,1
14588,more ➡ we are also active on our other social media follow happy and 🏳️‍🌈,2
14589,my guy you are the one people and cope,2
14590,drop-in is on zoom this week message us on any social media for the link 🌈 drop-in is a social space for plus people people who are and allies 🏳️‍🌈,1
14591,can you say it is just the and not not all of us gay and people are like whoever made this curricula 🙄 besides if any person to support this they could still be included in queer terminology,2
14592,more ➡ we are also active on our other social media follow happy and 🏳️‍🌈,2
14593,the final teaser from this week s episode of coffee with big mike in it my good friend what it is like being asexual in the community,2
14594,have gender and sexual come in all 🏳️‍🌈 queer in media is not 🏳️‍🌈 queer in media is not 🏳️‍🌈 queer in media is not,0
14595,people who the hell are those if he about the community what community,1
14596,yeah i am lgbtl-ennon g-eorgeb-all is life mccartneyt-he drummer,2
14597,2 if i speak my mind 14 year will call me a slur3 community i hate queer taxonomy and people treat it like a fandom so suffice it to say my are mixed,2
14598,up for anyone in over the summer and interested in getting involved in plus inclusive sport 🏉,2
14599,so you would be abusive to your child if they are born,1
14600,💙bruin ridge bear-ginnings💙mm shifter romance,2
14601,the ignorance on this entire thread just state you are and move on the would probably respect you more for the honesty we are here we are queer and we are never who we are 😄🏳️‍🌈,2
14602,tag yourself gue gadget,0
14603,so they want to go hungry,1
14604,nowadays can not differentiate fiction and reality is a huge gamble do you mean you are that much of a who about or do you fetishize in fiction but shame them,1
14605,28july22 title i want my 200 x 160,2
14606,a bunch of telegram anti and covid now turning their attention to people now that the covid conspiracy gravy train,1
14607,i will try again people are sick of poor writing behind that is all it is you may choose to go into detail how space could be sexual with a species that is fine but that is your conversation that is not what the complaint is,1
14608,[ ] charity under fire after as young as two can be charity stonewall come under fire for that as young as two can be view article,2
14609,the plus tax 💀,0
14610,ban movie for content they think they can cover the lost when people subscribe to watch they do not know watch if its not in cinema 😂,1
14611,at the today in we demand that against and violence are enforced to protect people from hate in the,1
14612,if the new protagonist is a plus activist then it is really become woke,0
14613,in my experience the who complain about the community the most are the still in the closet maybe it is time for you to confront the truth,1
14614,of course did not expose the case exposed the enormous to my mind malign influence of the barmy army of they are a straight fighting against the of all plus people,1
14615,someone is losing their damn mind about gay people maybe it is because i the truth about not being an and now she can not get republican anti-lgbt talking out of her head poor baby,1
14616,1 2 but fam you are not even really the content of these right now you are one character being as how do you know i will not criticize the storytelling when i feel it it i am just trying to get you to stop being,1
14617,not only that there are free,2
14618,i have no problem with i have a big problem with evangelical you want to feed the poor build homeless do day care great you want to limit the of a free people drive this country far right and scapegoat and racial,2
14619,the of traditionalist were being silenced they really are not but for once the are plus people are being raised up and though not be all,2
14620,sure but working with anti-lgbt hate group like is a huge step backwards,2
14621,like si t ',2
14622,it is being sexually by from men to men who live an alternative and that you too because they are men eventually it show up among straight population because some binary men or in community going to spread it,2
14623,they might want to dial back all the anti-lgbt rhetoric since they got a problem but 🐸☕️,1
14624,the problem with us politics is this is just for show the will try this knowing it will fail then shrug and say we tried please donate as was the case for their recent to protect and abortion,1
14625,not the death panic or panic all of the recent anti-lgbt hysteria you are going with a few everyone forgot about which were probably less significant than the 47 % comment,1
14626,i am a nice person what you want to force me to do that from my authentic self is you not being nice everyone an authentic self not just plus,2
14627,damn i guess the b in does not exist 😔😪😮‍💨,1
14628,just in time for our new and is now live let us know what you think about it,0
14629,i do not know how we come out of this without significant damage to the community and s like everyone is just screaming at one another whilst the right slowly remove all our x,2
14630,i support s ♀️i support the community 🏳️‍🌈i think is a clown 🤡 if you agree we must be 😃,2
14631,that is true but i like to ratio when they say something dumb,1
14632,stonewall is an outdated which long since its usefulness it its of recognition in law of equality for the community it is now to exist therefore maintain finance hence the nonsense,1
14633,that is a quote from a woman who a conspiracy theory to take down a well known organization and lost in a court of law really do not think stonewall is going anywhere but hey not you want to burn it down,1
14634,simp basically you up definitely what i 😂to be the perfect stereotype of an ignorant leftist ideologue you are literally just missing in your a few of these 💉💉 in your twitter name and either an or flag somewhere,1
14635,¡hola son friendly no pizza,0
14636,meanwhile civil highlight that and such as plus indigenous ethnic religious those affected by domestic violence and in political activism,2
14637,i have myself of when they in a stadium and were mad bout it but the stadium only and the chicken shop is shut then because it is day,1
14638,stop the crash,1
14639,gay pride rainbow flag colors elegant pencil,2
14640,the search of plus i know what gay,2
14641,i think a bunch of anti stuff is not so much as old fashioned under-bus-throwing tacking right because they have calculated an is a likely outcome and they want to keep their media as acceptably toothless liberal,1
14642,hello community,0
14643,that is the where the youth group met at the old center,0
14644,no that is why they are so good they are all 😎,2
14645,hi as to fiction there is sailor an activist in the 1860s this is his only piece of fiction one of the tales manor is the first known gay male vampire story from northeast,2
14646,so lovely to see you were on our home turf today it would have been great to have given you a tour from the plus network here thankful for your ongoing support of our agenda 👏,2
14647,no reason given here china and middle-eastern for some probably mixture of that,1
14648,the people who have been getting infected are all nearly all men i call that a recognizable pattern as do all critical,1
14649,the latest issue of the stance newsletter is available now just click ➡️ and read all about it,0
14650,that is gender stuff asexual is just 0 sexual are at this trolling at least actually sense what you are doing is have fun person who is not actually because they try to mock the community no pride for you,1
14651,is also pro f please visit 🫶🏻,2
14652,i hate when gay men out to their het female whatever the version of an ‘ uncle ' is it is that,1
14653,look i know you people are but if you click your in my face again or give me attitude when i have 8 chicken on the grill i am trying to make sure i do not burn… feck,2
14654,3 community -,0
14655,something just,0
14656,got to point this out too how are if the angle was their selling point me so i have an original space character who is gay with their own the so-called of this obi-wan is thing,2
14657,why is trying to kiss a man is he or,2
14658,i will never use language when to someone spouting anti-lgbt propaganda no matter how politely they spout it,1
14659,me can i get an sandwich them sure and is that for queer or to go,2
14660,so now the are cool with 😃,2
14661,aversion equal dislike read what you are actually writing of course the are not going to like people who are against their,1
14662,do not care about now they want to be able to not feed pure evil,1
14663,no it did not go out in the 70s drag gone from strength to strength s drag race is still one of the most popular on and it always been a part of liberation,2
14664,w people is so interesting,2
14665,24 t dictator the pro-invasion anti-ukraine propaganda been dominated by the word they may fool some people sometimes but not all the people all the time are are is,1
14666,i am on the ace spectrum and i do still think it me queer even if i was a straight asexual it does not make me any less queer and it is still very much part of my world people as the norm so being ace is inherently queer i am going to,2
14667,is not this hypocritical of and to criticize people a religious belief and not support something that they think is wrong at least the are not throwing abuse at the community i am sure all would complain if they had to wear,1
14668,is being used as a blank statement to introduce this education to in what sense is it a right that a pre-k child needs to be to queer theory material,0
14669,surprise early all day stream no stream tomorrow seeing dad in come out and watch me play and 3,2
14670,representation or abuse say your piece below live now in at drag queen story hour protest,1
14671,they rally to remove plus from,0
14672,it is to show my support to the 🙄🙄,2
14673,he was trying to say that she could only get a man if she them and gave them food because he was trying to body shame her but she is and does not need any of that 👸 👑,1
14674,in any case i do not feel like i am in a position to comment on the community as a whole i do feel like as with all oppressed if people were fully and accepted life would be better for everyone except a few god-botherers,2
14675,really so she is going to reverse migration into s most crowded country and look honestly at how activism lead to the undermining of s sports and even their and nope did not think so,2
14676,i seen this coming a few ago 🤦‍♂️ there are you should not be prideful about… community a month to a 7 deadly sin pride before the fall,2
14677,8 bank,0
14678,they the government are fighting st russian-language they are for,1
14679,yea so long story short this teacher was retiring and almost everyone was her when she was giving out her retirement speech but then she suddenly got into this whole no couple couple speech and we were all there like 😭😭😭,1
14680,education like us is the plus young people ' s charity and works with of and young people across the through its,2
14681,you did not give a single point of why is bad for let us put bowie aside that still support your point of why people are i also do not get what people loving the same gender does to you,2
14682,anyone else up an,0
14683,yeah i am lgbt…lennongeorgebeatlesthe yellow submarine,2
14684,we feel it necessary to promote this article something we do not tend to normally engage in however recent media engagement around this case is very much missing the point we stand with and our plus community,2
14685,3 now and then i mention that i am but just barely enough that i do not want to claim myself as part of the struggle i got some from people in my small town in my teens and 20s but was luckily in the position to give them right back,1
14686,prof h up early or in different part of country i guess we are working our way backwards instead of socially roe to revisit marriage what is next birth control in general s suffrage aa suffrage slavery maybe then they would be happy,1
14687,he a detailed account of the and a glimpse at the of in,0
14688,not being funny like but all people with drag is just gay is not it not all gay people love drag not all drag are a few of them are just men with a sexual fetish who use this for access to groom,2
14689,we are the most advanced species on earth even of the 10 % of people turn into all the population we will figure out something is not like we are that rely only in sex to procreate,2
14690,the times spoke to the executive director for international support – human and for the program to discuss the devastating situation at the camp and the that have it in this comprehensive interview,1
14691,the b in really for,0
14692,ready to see s plus clique at her wedding,2
14693,how sad one community pitted against another community for the sake of men who want power and send out to do their dirty work i have seen the organized power of the and labella does not stand a chance and the owner better move to,1
14694,these gay people r going over the line first it was then and now whatever this is,0
14695,do you support,2
14696,are not trying to take away your right to vote are not trying to make you fear government are not trying to give tax that you and your will suffer from are not on are not and lgbt… that is all the,1
14697,plus community i know you all know how to fight…,0
14698,you missing the point…i am opposing nothing…i have some different on various issues…your my free speech…do not demonize people who disagree…listen you might learn something,2
14699,not use either i am or i am vice president is sufficient her name - as a person - and her public office is all that is relevant i understand her desire to show she the of plus people but this was not the time or place,2
14700,tell the truth how many were in community left out some important did not you,2
14701,most of them were white there were some in the that had mainly gay but there was only one group i hung out with that was all and they were the type to only do everyone else was a like a mix of and in the same group and did their own thing,2
14702,no just do what they want rather then forcing on them dingus the only game that is up here is how you lot have been waiting for any excuse to try and go after,1
14703,plus advocate sedighi-hamedani by the revolutionary on the border last year been ordered to pay a fine of 5 3 million for illegally leaving the country,1
14704,so much for supporting the movement on his personal,2
14705,radical file lawsuit against – demand picture in elementary school,1
14706,is that some,0
14707,the independent and locally remains san bay running publication and community voice 🏳️‍🌈 showcase your community voice advocacy on a domain from,2
14708,please help support progress intersex pride add a now,2
14709,she to damage them as the case proved they would done nothing wrong our network got an apology from boss boss as a result of stonewall being that is the last we are hearing on dropping membership manager or no,1
14710,i like how the radical b-roll it to is just a bunch of people fun at a parade,2
14711,radical file lawsuit against – demand picture in elementary school,1
14712,that none of the i and if the shoe no one is saying all people are that there is entire like against calling them out for the same reason,2
14713,do not worry if your brain s melted i know an anti-lgbt cult where you will fit right in,2
14714,on the anniversary of his birth hall of fame the life of 2000 inductee van hull he was a bartender manager and owner of storied from broadway sam ' s and the trip to little ' s the lucky horseshoe and annex 3,2
14715,surely there must be of the community who also believe like this are wrong where are their,2
14716,yeah a lot of s and right seem to think the entire plus community apart from their cult are middle class cos of course no working class person would believe in gender identity or be part of any sort of queer community 🤣,2
14717,i used to frequent for a month i know,0
14718,attorney general sue department of agriculture over new -,0
14719,good luck❤️ i had an anti plus carer too who doing stuff listed in care plan i they still send them with no warning or choice at who my body hard because not just covid that is huge health risk good on you for doing finding new 1,2
14720,big,0
14721,it is the puritanical us-based who are trying to change the culture not people,0
14722,he was not from community but he to apply or making society needs to understand that one can live in its own way,2
14723,thanks for a painting of me in your plus welsh people exhibition 🏳️‍🌈 🏳️‍⚧️,2
14724,plus activist facing corruption on earth charge in,0
14725,they literally work with the people how many are gay yesterday saw a video of one guy who discovered being watching is what we are talking need a apology for that for all of us of the community too private is not enough,2
14726,the official of breathless is available for free breathless is an upcoming game about a woman her gender finding love in one of four full romantic and trying to save her home in the process,2
14727,the urge to be perfectly unproblematic is something the right is right now in their anti-lgbt it is child ' s play to make anything sound problematic or deeply morally you just need to pick your poison on which you care about,1
14728,food on the basis of real or status is so damn republican,1
14729,i have had the best holiday this year with my gorgeous wife,2
14730,what a wonderful idiotic idea we who live in the present have more direct like - environment decline - famine in a lot of - rampant poverty even in the 1st world - and plus - democracy going extinct so yeah let us go to the,1
14731,no,1
14732,or we could just not overload the system with more forced and allow to adopt the already in the system without the discrimination against them from religious based adoption agencies…,2
14733,people have known family is not blood for time immemorial no idea why you would have an issue with that if you about the community,2
14734,this is not good for youth,1
14735,they are the that that they were being used as and useful by the left and that the rest of the soup was to thrown them under the bus so they made their own movement to separate themselves from the commie-fascist of the plus,2
14736,coming home for a sweet romance by sparks fly when a successful writer first love in the park romance kindleian1,2
14737,i see in this country i just have to brace myself,0
14738,groomer pre-2022 came to mean a i slept with in 2009 who i have retroactively glossed to have had an unfair power advantage over me because of his influential newsletter and now is used as a straight-up slur against people by heterosexual sex,1
