,Cleaned_Text,vader,compound,Vader_Sentiment_Type
17387,is not an and is not limited to the population anyone can contract it close contact take some simple as you would with,"{'neg': 0.0, 'neu': 0.942, 'pos': 0.058, 'compound': 0.1695}",0.1695,POSITIVE
17388,used the fire water technique on the left they gave you all the social you supremacy converting canada into turtle island telling you that you are all any resistance safe now eat and permanent medical tyranny 🤡,"{'neg': 0.046, 'neu': 0.811, 'pos': 0.143, 'compound': 0.6124}",0.6124,POSITIVE
17389,the most egregious one was in that video that said people are more likely to be both he one at ~15 in your response and the other at ~28 measured being the victim of a crime or intimate partner violence not a 2 2,"{'neg': 0.226, 'neu': 0.774, 'pos': 0.0, 'compound': -0.9246}",-0.9246,NEGATIVE
17390,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17391,hey my friend and colleague been suspended without because - is an academic candidate and advocate with no evidence of misconduct and no reply to their can someone please help them out,"{'neg': 0.163, 'neu': 0.652, 'pos': 0.185, 'compound': 0.2481}",0.2481,POSITIVE
17392,so you are saying people are vapid shallow people because i am pretty sure people can identify and relate to who are not exactly like them oh gee i could relate to iceman from but i am unable to because he sex with men and not,"{'neg': 0.032, 'neu': 0.89, 'pos': 0.078, 'compound': 0.2948}",0.2948,POSITIVE
17393,the us a substantial a proposal to bring and home from guarantee that with the liberal in congress that made every bad decision all of the congress she will be freed for plus community,"{'neg': 0.07, 'neu': 0.8, 'pos': 0.13, 'compound': 0.25}",0.25,POSITIVE
17394,what is next pronoun pac-man 😰 last of us 😰 overwatch 😰😰😰😰😥,"{'neg': 0.249, 'neu': 0.675, 'pos': 0.076, 'compound': -0.3919}",-0.3919,NEGATIVE
17395,my partner is at the center right now and they would not even entertain the idea of stealing me a vial of the vaccine people really hate,"{'neg': 0.261, 'neu': 0.739, 'pos': 0.0, 'compound': -0.8712}",-0.8712,NEGATIVE
17396,the change in one character that only to better the well-being of people harmless in fact helpful you lose nothing and gain,"{'neg': 0.16, 'neu': 0.614, 'pos': 0.225, 'compound': 0.3013}",0.3013,POSITIVE
17397,now imagine not white skin and being,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17398,for some culture is crucial to their healing sharp veteran and purge survivor how their indigenous culture saved their life follow along their journey to healing,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.7579}",0.7579,POSITIVE
17399,groom into following their cult at an astronomically higher rate than any other demographic but people are the problem for just,"{'neg': 0.129, 'neu': 0.871, 'pos': 0.0, 'compound': -0.5499}",-0.5499,NEGATIVE
17400,and ataraxia in my i love division in the community 3,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.6369}",0.6369,POSITIVE
17401,demand more financial aid and to so can host a pride parade,"{'neg': 0.29, 'neu': 0.599, 'pos': 0.111, 'compound': -0.4404}",-0.4404,NEGATIVE
17402,not a new meaning for 💀💀💀💀,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17403,it people who do not see themselves particularly those in the good is very real you just have to acknowledge it,"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.6705}",0.6705,POSITIVE
17404,like only good one we have the question and she is so that is good for in the community but they do not even mention anything from her culture,"{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.5844}",0.5844,POSITIVE
17405,needs to start lunch for like the black did,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}",0.3612,POSITIVE
17406,let us get this bread,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17407,you were the one that with the suggestion that there should not be random of colour or plus unless they make sense to the plot if you do not want people to think you have a problem with these of the maybe do not complain about them,"{'neg': 0.07, 'neu': 0.818, 'pos': 0.112, 'compound': 0.5236}",0.5236,POSITIVE
17408,i am starting to really worry for the 90 % of who despise this hopefully they can wrest control back from these who have the public s attention,"{'neg': 0.177, 'neu': 0.823, 'pos': 0.0, 'compound': -0.6801}",-0.6801,NEGATIVE
17409,how a teen of 15 raised in monk like way is if he to kiss people of a group remember he never by the question equal is that easy to be nowadays label people due just with,"{'neg': 0.04, 'neu': 0.776, 'pos': 0.184, 'compound': 0.7754}",0.7754,POSITIVE
17410,this people who do not see themselves this is primarily for in and it them that is worth if you value their well-being,"{'neg': 0.0, 'neu': 0.672, 'pos': 0.328, 'compound': 0.9042}",0.9042,POSITIVE
17411,do you want the to grow up to be someone who does that stuff or be afraid to express themselves if they are plus because they could be or,"{'neg': 0.201, 'neu': 0.765, 'pos': 0.034, 'compound': -0.8074}",-0.8074,NEGATIVE
17412,heck most do not truly care most of them are just neutral to the entire movement overall they claim their support so they know that they are safe from being,"{'neg': 0.05, 'neu': 0.651, 'pos': 0.299, 'compound': 0.8739}",0.8739,POSITIVE
17413,how are you to deal with further targeted on by hate,"{'neg': 0.32, 'neu': 0.68, 'pos': 0.0, 'compound': -0.765}",-0.765,NEGATIVE
17414,are you ready for the new documentary about the iconic and legendary a new trailer,"{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.4199}",0.4199,POSITIVE
17415,kelly mantle drama in this new film,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17416,who why they do it when it rainbow capitalism is explicitly for people that feel still exist and live in them,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.6808}",0.6808,POSITIVE
17417,mental health in recent me of people who hyper fixate on one aspect of their life to the detriment of their life as a life should not be 95 % about race activism,"{'neg': 0.085, 'neu': 0.915, 'pos': 0.0, 'compound': -0.5622}",-0.5622,NEGATIVE
17418,we love love and intimacy in its form — free from societal sexualization plus are not they just the couple 👭🏾🥰🏳️‍🌈,"{'neg': 0.0, 'neu': 0.584, 'pos': 0.416, 'compound': 0.9744}",0.9744,POSITIVE
17419,you ever just have a dream where your respect your after your dead sister different than they do after that dream i it was a pipe dream that will never happen because of my disgust of the community…,"{'neg': 0.143, 'neu': 0.698, 'pos': 0.159, 'compound': -0.2732}",-0.2732,NEGATIVE
17420,but what if it is for folk curious if person came to you as a patient for surgery you would would,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17421,bailey stonewall she lost her case had no foundation her reputation is in half a million lost meanwhile stonewall to campaign for all plus people and protect their,"{'neg': 0.182, 'neu': 0.749, 'pos': 0.07, 'compound': -0.4939}",-0.4939,NEGATIVE
17422,i just to my flag as merch in my,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17423,it is a comedy that is the problem community can say anything they want and hide behind the flag but the moment is used in comedy they are all in an uproar,"{'neg': 0.088, 'neu': 0.743, 'pos': 0.169, 'compound': 0.4497}",0.4497,POSITIVE
17424,sure you said you think there indoctrination in the school system that is saying gay people exist in not indoctrination an excellent example of pure is the of who for being gay who you follow,"{'neg': 0.065, 'neu': 0.886, 'pos': 0.05, 'compound': -0.1774}",-0.1774,NEGATIVE
17425,does your know about your sexuality — of course my family i am gay i even have a flag hanging on my wall,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17426,regardless do you really not understand have you read anything outside of twitter on history preferably written by am trying to be nice here but i can not understand the confusion about why t is included with,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.7865}",0.7865,POSITIVE
17427,federal judge school to allow girl gay city federal trial court in ordered the public to allow a add your,"{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.4215}",0.4215,POSITIVE
17428,worth exploring grab your of they now available where are sold or your local library,"{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.2942}",0.2942,POSITIVE
17429,she is an individual who people with different from their assigned at birth people who do not believe in the same god she does or no god at all and plus people should not exist and likely us dead or i do not care what her intent was,"{'neg': 0.159, 'neu': 0.802, 'pos': 0.038, 'compound': -0.7678}",-0.7678,NEGATIVE
17430,this be ready and i are up to your again chaotically,"{'neg': 0.199, 'neu': 0.576, 'pos': 0.225, 'compound': -0.128}",-0.128,NEGATIVE
17431,i think the lambert that is part of s chorus of is a very steadfast ally,"{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.3167}",0.3167,POSITIVE
17432,testing to people who are not is a good way to skew the and have it seem that is a gay disease remember that when you have and they still will not test you because you have not been to and are not gay sex,"{'neg': 0.049, 'neu': 0.892, 'pos': 0.059, 'compound': 0.128}",0.128,POSITIVE
17433,you get it it is different when you are a shooter or rocket league i saw people daily talking about how are the us trump was right plus should not have like actually conversation in the open these are not doing it,"{'neg': 0.084, 'neu': 0.879, 'pos': 0.037, 'compound': -0.3204}",-0.3204,NEGATIVE
17434,yeah but he is always up for a bit of action that him to call for some further winding back of the state for his religious freedoms… someone probably told him it was strategically better to stop on the community for a bit…,"{'neg': 0.053, 'neu': 0.845, 'pos': 0.102, 'compound': 0.3919}",0.3919,POSITIVE
17435,why do extreme like this always gravitate to teaching how come they are never business tradespeople because extreme people are incapable of doing anything valuable or hard all they are good for is teaching extreme,"{'neg': 0.08, 'neu': 0.744, 'pos': 0.176, 'compound': 0.6969}",0.6969,POSITIVE
17436,what is pathetic is not only is this a lie but her parenthetical specification exactly what she about the law it is meant to stop any normalization of she is a mouthpiece for bigotry,"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.631}",-0.631,NEGATIVE
17437,ah i see immediately pedophilia to is all you try to do here,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17438,is a video gay,"{'neg': 0.453, 'neu': 0.547, 'pos': 0.0, 'compound': -0.7156}",-0.7156,NEGATIVE
17439,i do not watch you much but i am in the community as well,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4482}",0.4482,POSITIVE
17440,it is the we in which you count yourself your power on everyone especially and people and everywhere else your ilk is running around trying to establish and if you can not see fascism in all that you are a fascist,"{'neg': 0.074, 'neu': 0.926, 'pos': 0.0, 'compound': -0.5574}",-0.5574,NEGATIVE
17441,come hangout out let us for a bit twitch,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17442,community are you listening register and vote him out 😏otherwise do not complaint 🏳️‍🌈😏,"{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.296}",-0.296,NEGATIVE
17443,had to deal with people like this with carol today it was pretty rough 💀 they just try to silence people who love that are or even have that a character are it is sad x x,"{'neg': 0.067, 'neu': 0.736, 'pos': 0.197, 'compound': 0.7584}",0.7584,POSITIVE
17444,one thing the church could do is stop the community young people do not like that and will tell you so also stop preaching about hell or even it young people and lots of older laugh at you when you do that,"{'neg': 0.163, 'neu': 0.726, 'pos': 0.111, 'compound': -0.4404}",-0.4404,NEGATIVE
17445,his resemble that of a tory is he currently for the right to strike to be curtailed is he for voting to be limited is he calling for to be rolled back no because tory are and they will succeed if he does not win the ge,"{'neg': 0.23, 'neu': 0.72, 'pos': 0.05, 'compound': -0.8581}",-0.8581,NEGATIVE
17446,his son men but he he is not gay and does not support come on,"{'neg': 0.162, 'neu': 0.731, 'pos': 0.107, 'compound': -0.2469}",-0.2469,NEGATIVE
17447,let us call it the rectal virus or for short,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17448,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17449,is pronounced,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17450,how the hell are there who are anti is literally the company in the universe,"{'neg': 0.289, 'neu': 0.711, 'pos': 0.0, 'compound': -0.7845}",-0.7845,NEGATIVE
17451,what people have been warning about for,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.34}",-0.34,NEGATIVE
17452,flop,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",-0.34,NEGATIVE
17453,do you have about concerned you might have it do you know what to look for tonight at 6pm the center is with several community to host a town hall on watch it live on our page,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17454,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17455,he is rolling with the,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17456,after realizing i was the b in i decided to read the front to back i to know if i was or not found so many in the the more i read then i up secular other god religion is fake 🤷🏽‍♀️,"{'neg': 0.086, 'neu': 0.882, 'pos': 0.032, 'compound': -0.5542}",-0.5542,NEGATIVE
17457,this rainbow not just but also younger people interested in older people and older people interested in young people for between the two which is apart of the area since the younger is under 18 by law in the united,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.9382}",0.9382,POSITIVE
17458,so you are saying this act is fierce dang i did not take you as an plus progressive candidate drag and this act what a change of heart,"{'neg': 0.054, 'neu': 0.686, 'pos': 0.259, 'compound': 0.8469}",0.8469,POSITIVE
17459,from crazy ex you are and or have something deeply wrong with you connected in their outward but not directly causative,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.4398}",-0.4398,NEGATIVE
17460,i hate you because you are literally hurting an entire community that done more for than you ever will you hate people because of skewed statistics because they are just minding their own business because the thought of how a stranger is living their life you up at night,"{'neg': 0.171, 'neu': 0.829, 'pos': 0.0, 'compound': -0.8779}",-0.8779,NEGATIVE
17461,it is a synonym meaning absurd which is what you are calling everyone being,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17462,two streaming the opening show love ❤️ follow the channel,"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.6369}",0.6369,POSITIVE
17463,pointing out that people are still oppressed in many other backwards does not change the fact that is being used as a slur by left wing,"{'neg': 0.097, 'neu': 0.903, 'pos': 0.0, 'compound': -0.4767}",-0.4767,NEGATIVE
17464,i am seeing fellow people think of the as an argument against fanwork they do not like holy this is just the but with a rainbow sticker,"{'neg': 0.119, 'neu': 0.83, 'pos': 0.052, 'compound': -0.3071}",-0.3071,NEGATIVE
17465,us to rename ‘ ’ to benefit and black people,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4588}",0.4588,POSITIVE
17466,among very liberal white female in leading those who strongly approve of shouting down offensive have a seven in 10 chance of as to four in 10 for very liberal female who strongly disapprove of shout-downs,"{'neg': 0.062, 'neu': 0.809, 'pos': 0.129, 'compound': 0.296}",0.296,POSITIVE
17467,he for the audacity to have people exist in their thanks but no thanks,"{'neg': 0.141, 'neu': 0.771, 'pos': 0.088, 'compound': -0.2867}",-0.2867,NEGATIVE
17468,bot did not need to call me out like this,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}",0.3612,POSITIVE
17469,corporate people are the worst these were the same people at stonewall 25 running heritage of pride they to keep out anyone but suit tie business suit pearl w their dream,"{'neg': 0.068, 'neu': 0.821, 'pos': 0.111, 'compound': 0.1655}",0.1655,POSITIVE
17470,clark s of new s culture were unseen for 30,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17471,i find it interesting how media is posing the monkey pox virus as an disease that you come by from being gay with like c ’ mon,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.6369}",0.6369,POSITIVE
17472,it is hilarious how they seem to think mental were recently and that they are only linked to content,"{'neg': 0.129, 'neu': 0.683, 'pos': 0.189, 'compound': 0.128}",0.128,POSITIVE
17473,a masterful atmospheric tale of suspense to keep you hooked grab a copy of the academy a series of detective now buy now --,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17474,and this is the thing with the left now there will be a party or individual like the in the who are pro pro gay marriage pro abortion pro immigration quasi-socialists and people will call them right wing with a straight face,"{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.7269}",0.7269,POSITIVE
17475,also what to and that was the whole purpose of ‘ pride ’ and had in it courage the ‘ t ’ was the start of movement and then it to we are not we are you are ‘ people ’ and unbelievable,"{'neg': 0.069, 'neu': 0.783, 'pos': 0.148, 'compound': 0.5106}",0.5106,POSITIVE
17476,oh hell they made plus liberal 😭😭😭,"{'neg': 0.56, 'neu': 0.44, 'pos': 0.0, 'compound': -0.936}",-0.936,NEGATIVE
17477,any way this all the agenda that is everything all of them are i the same side clima change covid pedophilia gender all and the same satanic together,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17478,of how the plus cult chose to subvert religious on marriage rather than form have their own they really do not want equality but special status treatment all with submissive groveling at their,"{'neg': 0.09, 'neu': 0.834, 'pos': 0.076, 'compound': 0.09}",0.09,POSITIVE
17479,when the people at the temple i went to said that black people have bad karma i have not been back i used to go to a church with my ex-husband out of respect because i am not and then the pastor said that people are not welcome so i stopped going there,"{'neg': 0.131, 'neu': 0.819, 'pos': 0.05, 'compound': -0.6197}",-0.6197,NEGATIVE
17480,this person is not worth your time sadly too bad they have i hope they do not have an to beat on,"{'neg': 0.267, 'neu': 0.636, 'pos': 0.097, 'compound': -0.6207}",-0.6207,NEGATIVE
17481,why is the white community so silent over locked up in they expect for black men to champion her release,"{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.5994}",0.5994,POSITIVE
17482,i am ton of land and making and and you would have to be black gay or gay and black to get in must show proof,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.5574}",-0.5574,NEGATIVE
17483,a very enlightening read well written and hard to put down grab a copy of tapestry of family now buy now --,"{'neg': 0.051, 'neu': 0.731, 'pos': 0.218, 'compound': 0.6764}",0.6764,POSITIVE
17484,no we are not told that not at all are our allies outside of the community what we do see is wealthy gender critical to pretend they speak for all when their primary support is men,"{'neg': 0.077, 'neu': 0.814, 'pos': 0.109, 'compound': 0.3612}",0.3612,POSITIVE
17485,i just got in an argument with a lgbt-in-sw anti 💅🏼 also i love being gen z because that i can use ironically in to completely baffle them,"{'neg': 0.176, 'neu': 0.726, 'pos': 0.098, 'compound': -0.3182}",-0.3182,NEGATIVE
17486,no we are not told that not at all are our allies outside of the community what we do see is wealthy gender critical to pretend they speak for all when their primary support is men,"{'neg': 0.077, 'neu': 0.814, 'pos': 0.109, 'compound': 0.3612}",0.3612,POSITIVE
17487,but i thought russia is against the degenerate west i mean it is obvious that this guy is in love with literally,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.7783}",0.7783,POSITIVE
17488,are lgbt…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17489,i would point out though that the difference between rainbow and gambling is the following rainbow is a matter of identity intrinsic and gambling is an action extrinsic we can quite clearly place the sin of above that of gambling in the hierarchy,"{'neg': 0.07, 'neu': 0.851, 'pos': 0.079, 'compound': -0.1298}",-0.1298,NEGATIVE
17490,me and turned me into their first character,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17491,this afternoon i watched and i can say it was so funny even in the most dramatic or tragic and i love they are more inclusive and friendly and treat it naturally,"{'neg': 0.071, 'neu': 0.629, 'pos': 0.3, 'compound': 0.8904}",0.8904,POSITIVE
17492,i said under investigation so i am not saying he is guilty it is just interesting you would back up someone being for over a year for a federal crime sexual activity with a minor and then turn around and call people for the crime of saying people exist,"{'neg': 0.123, 'neu': 0.789, 'pos': 0.088, 'compound': -0.453}",-0.453,NEGATIVE
17493,i honestly do not have a prob with i just get with messing with already established they want to create new character within the community like in the high republic that is fine no1 should have a prob,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.8271}",0.8271,POSITIVE
17494,republican of congress sent a letter to director the agency ’ s unconscionable promotion of an by,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17495,is a protector of the ageless from clay by murder s mother to be her companion no one just how tied the of the are to their,"{'neg': 0.122, 'neu': 0.878, 'pos': 0.0, 'compound': -0.5106}",-0.5106,NEGATIVE
17496,it did not add neither remove anything to give him a love interest in the clone were they trying to pander to us hetero who romance why it is only when it is or related,"{'neg': 0.073, 'neu': 0.65, 'pos': 0.276, 'compound': 0.875}",0.875,POSITIVE
17497,too conscious about equality we can not isolate who spread people dig them own grave by their equality,"{'neg': 0.112, 'neu': 0.819, 'pos': 0.069, 'compound': -0.2519}",-0.2519,NEGATIVE
17498,why do not you learn when people and people are illegal in 70 country ’ s when youth are forced to stop taking when are being and,"{'neg': 0.431, 'neu': 0.569, 'pos': 0.0, 'compound': -0.969}",-0.969,NEGATIVE
17499,perfect leftist move black whatever the anthem and the flag and had dope on her in russia of all for a terrorist,"{'neg': 0.228, 'neu': 0.661, 'pos': 0.111, 'compound': -0.5994}",-0.5994,NEGATIVE
17500,i found her in a forest alone and naked i took her to my house and taking care of her i did not want to introduce her to anyone maybe people are looking for her to most likely keep her captive or kill her in part 3,"{'neg': 0.144, 'neu': 0.798, 'pos': 0.058, 'compound': -0.575}",-0.575,NEGATIVE
17501,can be by anyone making it not a reliable source it is why do not want you it as a source for your work but more over i up anti church and only found 2 the one you already and one in 2 is not many,"{'neg': 0.074, 'neu': 0.926, 'pos': 0.0, 'compound': -0.4698}",-0.4698,NEGATIVE
17502,-no examination of alternative or the effects of higher of depression drug use play in the of only this many people experience x or y,"{'neg': 0.105, 'neu': 0.826, 'pos': 0.068, 'compound': -0.3182}",-0.3182,NEGATIVE
17503,ted should repeal ban on gay sex say his support is little more than lip service accidentally a good decision he remains a parasite,"{'neg': 0.16, 'neu': 0.691, 'pos': 0.149, 'compound': -0.1027}",-0.1027,NEGATIVE
17504,there is no child friendly way to be drag came from those who declared in law there is no child-safe way to be it is the same argument same goal it is not said as an observation it is a demand everyone unlike them must be hidden or buried that is where this,"{'neg': 0.222, 'neu': 0.778, 'pos': 0.0, 'compound': -0.8565}",-0.8565,NEGATIVE
17505,i am confused are you saying that supporting and is the same as supporting people,"{'neg': 0.362, 'neu': 0.43, 'pos': 0.208, 'compound': -0.6486}",-0.6486,NEGATIVE
17506,please center in san please help my friend you me in 2012 when i shown up when i there to flee my abusive family in help my friend also please,"{'neg': 0.084, 'neu': 0.541, 'pos': 0.375, 'compound': 0.91}",0.91,POSITIVE
17507,i do not support the from the cult either,"{'neg': 0.201, 'neu': 0.799, 'pos': 0.0, 'compound': -0.3089}",-0.3089,NEGATIVE
17508,ser,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17509,good decision the movement is known for its hateful intolerance of any who refuse to slavishly grovel to its destructive,"{'neg': 0.291, 'neu': 0.619, 'pos': 0.09, 'compound': -0.7579}",-0.7579,NEGATIVE
17510,look up p and the work she did for the plus movement,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17511,no reason to add being for no reason,"{'neg': 0.386, 'neu': 0.614, 'pos': 0.0, 'compound': -0.5267}",-0.5267,NEGATIVE
17512,the agenda,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17513,say no to,"{'neg': 0.529, 'neu': 0.471, 'pos': 0.0, 'compound': -0.5216}",-0.5216,NEGATIVE
17514,more of these two♥️♥️,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.8555}",0.8555,POSITIVE
17515,it is alive time,"{'neg': 0.0, 'neu': 0.453, 'pos': 0.547, 'compound': 0.561}",0.561,POSITIVE
17516,i can not wait for when i move to an friendly country i will be ever 🏳️‍🌈 club in the country like its my job,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.6908}",0.6908,POSITIVE
17517,c,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17518,i have my in my work meeting and signature and even though i want to contribute to it none of the people i work with except people use because they can default without thinking about it,"{'neg': 0.0, 'neu': 0.97, 'pos': 0.03, 'compound': 0.0772}",0.0772,POSITIVE
17519,hey i would love to know what you think of these are you on board with parish here that she nothing to do with the vaccine i mean after all it is affecting the community the most of which i am in,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.6369}",0.6369,POSITIVE
17520,donna in her form 🐠🛸🫧,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17521,nobody is this is just a political attack on people,"{'neg': 0.205, 'neu': 0.795, 'pos': 0.0, 'compound': -0.4767}",-0.4767,NEGATIVE
17522,️ to review gay after petition 28000,"{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.0516}",0.0516,POSITIVE
17523,when with the and that man in the audience if it was the flag,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17524,young don being anti-abortion anti-lgbt was not what expected……,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17525,that can acknowledge that their fan base is majority people and that their popularity is thanks to primarily,"{'neg': 0.0, 'neu': 0.717, 'pos': 0.283, 'compound': 0.8074}",0.8074,POSITIVE
17526,community what does this even mean how do i feel about every single queer person i feel nothing about any unless they are my friend and then i do not really care if you are gay or whatever just do not be an idiot or a creep and what you do 👍,"{'neg': 0.049, 'neu': 0.849, 'pos': 0.102, 'compound': 0.4691}",0.4691,POSITIVE
17527,not the media blaming monkey pox on the,"{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.3875}",0.3875,POSITIVE
17528,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17529,hard disagree the purpose of on is for the purpose of people bettering themselves yes but to discourage considering how many are in the community young people we as a community should with zero tolerance,"{'neg': 0.172, 'neu': 0.733, 'pos': 0.095, 'compound': -0.4215}",-0.4215,NEGATIVE
17530,i mean that is another one always to be growing,"{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.1779}",0.1779,POSITIVE
17531,advise to join,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.296}",0.296,POSITIVE
17532,ton,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17533,bill and mu showing support to our fellow and family love is love 💕,"{'neg': 0.0, 'neu': 0.39, 'pos': 0.61, 'compound': 0.9628}",0.9628,POSITIVE
17534,ill come up with more later i am just tired and the thing is a,"{'neg': 0.394, 'neu': 0.606, 'pos': 0.0, 'compound': -0.8668}",-0.8668,NEGATIVE
17535,saw someone is profile with but had scissors in between cutting the t out now that it is the cool hip new thing to target as the enemy responsible for all wrongdoing in the world sure are eager to throw them to the horrible behavior,"{'neg': 0.111, 'neu': 0.683, 'pos': 0.206, 'compound': 0.6808}",0.6808,POSITIVE
17536,as much as i love being it is not canon its just widely fanon that would have been great representation in the new movie,"{'neg': 0.0, 'neu': 0.751, 'pos': 0.249, 'compound': 0.8519}",0.8519,POSITIVE
17537,i made this which is probably canon👀💗,"{'neg': 0.0, 'neu': 0.576, 'pos': 0.424, 'compound': 0.7096}",0.7096,POSITIVE
17538,holy man naked parade to looking forward to see to jointly participate in the program this year and year forward,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
